Data,OpenLTC,HighLTC,LowLTC,CloseLTC,VolumeLTC,CapitalLTC,OpenXRP,HighXRP,LowXRP,CloseXRP,VolumeXRP,CapitalXRP,OpenPOT,HighPOT,LowPOT,ClosePOT,VolumePOT,CapitalPOT
01/12/2014,3.58,3.61,3.57,3.58,"1,275,120","122,616,000",0.011204,0.012572,0.008105,0.012559,"3,453,750","345,989,000",0.0018390000000000001,0.0019010000000000001,0.00176,0.0017649999999999999,"1,498","306,546"
02/12/2014,3.58,3.66,3.58,3.63,"2,051,950","122,804,000",0.012587000000000001,0.013307,0.012568000000000001,0.013158000000000001,"2,206,040","388,688,000",0.0017649999999999999,0.0019010000000000001,0.0017280000000000002,0.0017280000000000002,"2,46","294,697"
03/12/2014,3.63,3.65,3.58,3.61,"1,715,450","124,626,000",0.013163999999999999,0.013184999999999999,0.012918,0.013130000000000001,"1,063,000","406,531,000",0.00173,0.001759,0.001604,0.0016710000000000002,"2,368","289,189"
04/12/2014,3.61,3.64,3.59,3.59,"2,291,670","124,172,000",0.013137000000000001,0.013347999999999999,0.013137000000000001,0.013343,"2,363,160","405,688,000",0.001674,0.0017620000000000001,0.0015429999999999999,0.001562,"3,304","280,239"
05/12/2014,3.59,3.62,3.58,3.62,"2,350,920","123,669,000",0.013336,0.013798,0.013311000000000002,0.013784999999999999,"1,281,290","411,840,000",0.001562,0.0017,0.001539,0.001611,"1,582","261,851"
06/12/2014,3.62,3.63,3.6,3.61,"1,690,520","124,520,000",0.013771,0.014412000000000001,0.013725999999999999,0.014406,"1,402,450","425,276,000",0.001614,0.0017109999999999998,0.0015890000000000001,0.001684,"2,061","271,022"
07/12/2014,3.62,3.75,3.61,3.71,"1,759,240","124,612,000",0.014406,0.014794,0.014388,0.014794,"935,386","444,877,000",0.001686,0.0017850000000000001,0.0016120000000000002,0.001639,970,"283,613"
08/12/2014,3.71,3.77,3.65,3.65,"2,295,450","127,928,000",0.014793,0.015188,0.01319,0.013421,"2,568,380","456,825,000",0.001639,0.001855,0.0016300000000000002,0.001656,"1,995","275,92"
09/12/2014,3.66,3.67,3.48,3.52,"3,606,940","126,207,000",0.013418000000000001,0.015071000000000001,0.013268,0.015068000000000002,"1,621,600","414,363,000",0.001656,0.001716,0.001526,0.001556,"1,856","279,032"
10/12/2014,3.52,3.54,3.48,3.5,"1,982,380","121,787,000",0.015071000000000001,0.015933000000000003,0.015015,0.015908000000000002,"1,116,220","465,401,000",0.001556,0.0016469999999999998,0.001462,0.0014759999999999999,"1,872","262,71"
11/12/2014,3.49,3.56,3.44,3.48,"2,667,680","120,898,000",0.015885,0.016374,0.015805,0.016374,"1,620,910","490,557,000",0.001467,0.001516,0.0014269999999999999,0.00148,587,"248,021"
12/12/2014,3.48,3.49,3.48,3.49,"2,060,970","120,474,000",0.016374,0.016374,0.016374,0.016374,"1,620,910","505,654,000",0.0012929999999999999,0.001394,0.001292,0.001353,"3,465","219,039"
13/12/2014,3.49,3.49,3.46,3.48,"2,121,910","120,839,000",0.016374,0.017182,0.016374,0.016992,"1,210,950","505,654,000",0.0013460000000000002,0.001503,0.001335,0.0013880000000000001,"1,544","228,187"
14/12/2014,3.48,3.5,3.47,3.48,"1,547,550","120,551,000",0.016991,0.017218,0.016977000000000003,0.017127,"431,814","524,702,000",0.001387,0.001549,0.001384,0.00151,"1,341","235,391"
15/12/2014,3.48,3.48,3.45,3.45,"2,292,030","120,858,000",0.017115000000000002,0.018241999999999998,0.017096,0.018241999999999998,"2,633,740","528,528,000",0.001508,0.0015119999999999999,0.001335,0.001371,"1,259","256,423"
16/12/2014,3.45,3.46,2.99,3.02,"5,220,210","119,941,000",0.018246000000000002,0.021681,0.018207,0.021539,"6,249,780","563,471,000",0.001372,0.001381,0.001232,0.001255,"2,048","233,73"
17/12/2014,3.01,3.07,2.9,2.94,"3,969,240","104,697,000",0.021553,0.026064999999999998,0.021512,0.026064999999999998,"5,981,140","665,595,000",0.001254,0.001276,0.001174,0.001218,"2,043","213,905"
18/12/2014,2.94,3.0,2.7,2.81,"4,301,260","102,479,000",0.026026,0.028014999999999998,0.025511000000000002,0.027939999999999996,"4,016,710","803,709,000",0.001218,0.001336,0.001147,0.001217,"1,674","208,119"
19/12/2014,2.81,2.87,2.73,2.87,"2,780,240","97,712,800",0.027975,0.028033999999999996,0.023338,0.023338,"6,254,590","863,897,000",0.001213,0.00124,0.001149,0.0012050000000000001,"1,052","207,57"
20/12/2014,2.87,2.94,2.87,2.92,"2,591,650","99,946,000",0.023352,0.024207,0.022644,0.024207,"3,224,770","721,154,000",0.001202,0.001295,0.0011619999999999998,0.001219,896,"205,993"
21/12/2014,2.91,2.92,2.84,2.85,"2,187,630","101,680,000",0.024225,0.025171000000000002,0.024183,0.024921000000000002,"1,523,180","748,110,000",0.001214,0.0012259999999999999,0.000956,0.000986,"2,124","208,427"
22/12/2014,2.86,2.91,2.84,2.89,"2,477,440","99,862,200",0.02487,0.025718,0.024868,0.025562,"2,150,370","770,428,000",0.000987,0.001375,0.000984,0.001347,"8,643","169,591"
23/12/2014,2.89,2.91,2.86,2.88,"1,901,360","100,889,000",0.025556,0.025611000000000002,0.023878,0.023878,"2,778,770","791,660,000",0.001344,0.001385,0.001137,0.0012779999999999998,"6,279","231,256"
24/12/2014,2.88,2.88,2.73,2.74,"2,076,240","100,630,000",0.023837999999999998,0.023852,0.02316,0.023382,"1,428,390","738,455,000",0.001277,0.00135,0.000837,0.001078,"6,044","220,06"
25/12/2014,2.74,2.75,2.67,2.7,"1,640,910","95,760,900",0.023388,0.024138,0.023387,0.024138,"1,234,800","724,515,000",0.001084,0.001115,0.0009880000000000002,0.001074,984,"186,992"
26/12/2014,2.7,2.81,2.68,2.78,"2,088,360","94,618,000",0.024146,0.025394,0.024146,0.025308,"2,011,780","748,000,000",0.001075,0.001091,0.00098,0.00101,"1,902","185,83"
27/12/2014,2.78,2.8,2.7,2.72,"2,180,800","97,465,400",0.025299000000000002,0.025335,0.024066999999999998,0.024074,"837,992","783,705,000",0.001008,0.001021,0.00091,0.0009539999999999999,"1,309","174,442"
28/12/2014,2.72,2.76,2.67,2.73,"1,701,950","95,424,400",0.024078,0.024181,0.023611,0.023763999999999997,"1,005,650","745,890,000",0.000968,0.0010199999999999999,0.000953,0.00099,"1,141","167,757"
29/12/2014,2.73,2.75,2.69,2.69,"1,471,530","96,020,400",0.023778,0.024294,0.023774,0.024231,"1,145,800","736,587,000",0.0009960000000000001,0.001019,0.000949,0.000953,"1,827","172,88"
30/12/2014,2.7,2.72,2.67,2.7,"1,536,350","94,764,600",0.024229,0.024278,0.02404,0.0242,"795,505","750,555,000",0.0009519999999999999,0.001037,0.000951,0.000982,"2,466","165,573"
31/12/2014,2.7,2.73,2.69,2.72,"1,577,550","95,108,100",0.024194,0.024437999999999998,0.024152,0.024437999999999998,"640,94","749,477,000",0.00098,0.00109,0.0009660000000000001,0.001066,"1,39","170,798"
01/01/2015,2.72,2.72,2.69,2.7,771,"95,896,300",0.024455,0.024455,0.024205,0.024390000000000002,"399,022","757,566,000",0.001067,0.001277,0.0009939999999999999,0.001045,"1,935","186,3"
02/01/2015,2.7,2.7,2.66,2.67,855,"95,029,800",0.024377,0.024423,0.024309,0.024319,"459,956","755,156,000",0.001044,0.001144,0.001038,0.0010689999999999999,"1,596","182,788"
03/01/2015,2.67,2.67,2.13,2.13,"5,193,080","94,017,000",0.024297,0.024317,0.022106,0.022106,"2,171,040","752,687,000",0.001066,0.0010869999999999999,0.0009400000000000001,0.0009400000000000001,"1,433","187,007"
04/01/2015,2.11,2.15,1.91,1.96,"3,888,140","74,465,900",0.0221,0.022142,0.018828,0.018928,"3,801,010","684,619,000",0.000941,0.0009630000000000001,0.0008460000000000001,0.000883,"1,188","165,426"
05/01/2015,1.96,2.16,1.96,2.08,"10,649,500","69,148,700",0.018943,0.020316,0.01889,0.020316,"3,051,930","586,821,000",0.000886,0.0009630000000000001,0.000886,0.0009400000000000001,"2,116","156,195"
06/01/2015,2.08,2.12,2.04,2.11,"3,242,950","73,663,300",0.020325,0.020745,0.020281999999999998,0.020732,"1,752,160","629,636,000",0.0009400000000000001,0.0010119999999999999,0.0009220000000000001,0.001001,585,"165,994"
07/01/2015,2.12,2.15,2.08,2.12,"3,388,950","74,913,200",0.020727000000000002,0.020899,0.020492,0.020843,"787,462","642,092,000",1,0.001282,0.000986,0.001282,"2,647","176,761"
08/01/2015,2.12,2.12,2.0,2.01,"2,924,520","74,876,300",0.020843,0.020916999999999998,0.020668000000000002,0.020676,"823,446","645,667,000",0.001288,0.0020510000000000003,0.001214,0.001727,"15,895","227,867"
09/01/2015,2.01,2.01,1.96,1.98,"1,951,160","71,195,200",0.02065,0.020665,0.020512,0.020576,"1,092,300","639,700,000",0.001721,0.0020399999999999997,0.001611,0.001955,"12,058","304,759"
10/01/2015,1.97,1.98,1.62,1.65,"2,911,190","69,838,100",0.020623,0.020623,0.01923,0.019233,"1,550,330","638,861,000",0.001973,0.001973,0.00121,0.001574,"8,287","349,736"
11/01/2015,1.65,1.88,1.64,1.72,"2,581,500","58,665,800",0.019244,0.019288,0.018755,0.018765,"558,12","596,151,000",0.001573,0.0017980000000000001,0.001392,0.0014529999999999999,"2,985","279,063"
12/01/2015,1.72,1.79,1.7,1.71,"1,738,370","60,986,100",0.018782,0.018853,0.018434,0.018434,"560,642","581,824,000",0.001456,0.001564,0.001287,0.0014449999999999999,"6,976","258,547"
13/01/2015,1.71,1.72,1.53,1.54,"4,039,950","60,769,100",0.018428,0.020769,0.015599000000000002,0.015648,"3,113,440","570,861,000",0.001443,0.001446,0.001031,0.001121,"4,295","256,582"
14/01/2015,1.55,1.58,1.11,1.16,"4,721,280","55,102,200",0.015611000000000002,0.022335,0.014112999999999999,0.014233,"1,886,420","483,608,000",0.001112,0.001112,0.000799,0.0008300000000000001,"1,839","197,834"
15/01/2015,1.15,1.38,1.15,1.28,"3,487,080","41,039,000",0.014204,0.016536000000000002,0.014204,0.016444,"2,285,810","440,025,000",0.000824,0.001047,0.000824,0.0008869999999999999,"2,295","146,84"
16/01/2015,1.28,1.47,1.27,1.4,"2,669,280","45,481,900",0.016449000000000002,0.017093999999999998,0.016361,0.016403,"1,651,550","509,568,000",0.000884,0.0009220000000000001,0.0007639999999999999,0.0008119999999999999,"6,165","157,612"
17/01/2015,1.4,1.4,1.25,1.29,"1,514,960","49,811,400",0.016393,0.016401,0.015361000000000001,0.015361000000000001,"737,736","507,827,000",0.000811,0.0008789999999999999,0.000791,0.000799,"2,691","144,771"
18/01/2015,1.3,1.37,1.23,1.33,"1,694,820","46,219,800",0.015386000000000002,0.015806,0.015092,0.015622,"1,170,730","476,629,000",0.000802,0.001355,0.0007830000000000001,0.001297,"12,862","143,268"
19/01/2015,1.33,1.36,1.31,1.34,729,"47,416,500",0.015657,0.016017,0.015650999999999998,0.015991,"1,093,540","485,018,000",0.0013039999999999998,0.001363,0.0011619999999999998,0.001222,"4,496","233,267"
20/01/2015,1.34,1.34,1.3,1.32,"1,069,660","47,896,600",0.015947,0.016114,0.01585,0.016112,"1,029,700","494,001,000",0.001213,0.00132,0.001163,0.001284,"6,001","217,106"
21/01/2015,1.32,1.37,1.32,1.37,"1,191,370","47,325,500",0.016108,0.016717,0.016108,0.016653,"1,141,990","498,982,000",0.0013039999999999998,0.0016710000000000002,0.001217,0.0016079999999999998,"11,684","233,761"
22/01/2015,1.37,1.45,1.37,1.42,"1,660,700","49,163,200",0.0167,0.017041999999999998,0.016671000000000002,0.01701,"1,105,630","517,337,000",0.0016239999999999998,0.0017460000000000002,0.001517,0.001594,"3,575","291,385"
23/01/2015,1.41,1.43,1.38,1.43,"1,267,530","50,568,400",0.017013,0.017013,0.016694,0.016734,"1,080,800","527,018,000",0.001594,0.0016690000000000001,0.001434,0.001662,"4,558","286,373"
24/01/2015,1.43,1.89,1.42,1.84,"4,858,920","51,269,500",0.01672,0.016868,0.016597999999999998,0.016736,"945,649","517,947,000",0.001661,0.001703,0.001545,0.0016350000000000002,"3,902","298,648"
25/01/2015,1.84,2.37,1.84,2.25,"9,178,540","66,065,700",0.016703,0.016918,0.016393,0.016578,"892,182","517,430,000",0.001629,0.001741,0.001472,0.001704,"7,733","293,26"
26/01/2015,2.25,2.39,2.06,2.08,"8,803,090","80,604,000",0.016586,0.017808,0.015831,0.016019,"3,079,280","513,812,000",0.0016510000000000001,0.001979,0.00159,0.001625,"5,626","297,38"
27/01/2015,2.07,2.14,1.87,2.09,"4,502,690","74,514,900",0.016007,0.016065,0.015461,0.015841,"1,316,000","495,869,000",0.001623,0.00172,0.0015119999999999999,0.001709,"4,458","292,746"
28/01/2015,2.09,2.13,1.81,1.87,"3,295,480","75,192,600",0.015836000000000003,0.015931999999999998,0.014919,0.014969999999999999,"1,380,280","490,560,000",0.0017079999999999999,0.0017510000000000002,0.0014789999999999998,0.0014990000000000001,"2,087","308,432"
29/01/2015,1.88,1.95,1.83,1.92,"2,191,570","67,529,300",0.014966,0.014988999999999999,0.014537999999999999,0.014706,"1,097,200","463,609,000",0.0014960000000000002,0.0015539999999999998,0.001392,0.001495,"1,347","270,308"
30/01/2015,1.91,1.98,1.89,1.9,"1,805,110","68,945,600",0.014691,0.014815,0.014438,0.014443000000000001,"807,399","455,096,000",0.00149,0.001538,0.001423,0.00144,"1,063","269,584"
31/01/2015,1.9,1.94,1.87,1.87,"1,205,140","68,341,300",0.014440999999999999,0.01464,0.014271,0.014297999999999998,"557,619","447,342,000",0.00144,0.0015300000000000001,0.001419,0.0014449999999999999,"3,821","260,834"
01/02/2015,1.88,1.88,1.68,1.8,"2,661,610","67,769,100",0.014286000000000002,0.014331,0.014088,0.014138999999999999,"852,106","442,562,000",0.001441,0.001536,0.0014039999999999999,0.00146,"3,275","261,32"
02/02/2015,1.81,1.88,1.75,1.88,"1,955,370","65,442,400",0.014137,0.014199000000000002,0.013534000000000001,0.013669999999999998,"1,482,760","437,940,000",0.0014470000000000002,0.001576,0.001384,0.001521,"3,719","262,665"
03/02/2015,1.87,1.94,1.81,1.82,"2,425,490","67,712,400",0.013658000000000002,0.013711000000000001,0.012983000000000001,0.013025,"1,264,170","423,108,000",0.001538,0.001898,0.001384,0.001426,"3,378","279,387"
04/02/2015,1.82,1.84,1.76,1.79,"3,683,490","65,838,100",0.013027,0.013526,0.013027,0.013498,"625,444","403,548,000",0.001426,0.001456,0.001335,0.00137,"1,112","259,457"
05/02/2015,1.79,1.81,1.73,1.74,"4,490,700","64,942,100",0.013503,0.014473,0.013503,0.014466,"1,221,720","418,285,000",0.001374,0.0014199999999999998,0.00119,0.001207,"1,251","250,103"
06/02/2015,1.74,1.83,1.74,1.76,"2,332,680","63,021,100",0.014473,0.015493999999999999,0.014473,0.015184999999999999,"1,790,130","448,352,000",0.001196,0.001267,0.001168,0.001193,641,"217,887"
07/02/2015,1.76,1.79,1.74,1.78,"1,272,440","63,768,900",0.015186000000000002,0.015193,0.014459,0.014577000000000001,"518,284","484,570,000",0.001193,0.001449,0.001127,0.001368,"4,001","217,647"
08/02/2015,1.79,1.81,1.76,1.78,793,"64,807,000",0.014575999999999999,0.014650999999999999,0.014398,0.014427,"446,888","465,102,000",0.001375,0.001454,0.001208,0.001231,"3,942","251,148"
09/02/2015,1.79,1.79,1.72,1.73,"1,412,300","64,802,000",0.014430000000000002,0.014433000000000001,0.013994,0.013994,"625,357","460,453,000",0.001232,0.00134,0.001174,0.001273,"3,108","225,098"
10/02/2015,1.73,1.79,1.69,1.76,"1,943,220","62,958,900",0.014003,0.014006999999999999,0.013627,0.013649000000000001,"850,302","446,825,000",0.001271,0.001324,0.001261,0.001295,"1,768","232,584"
11/02/2015,1.76,1.79,1.72,1.73,"1,202,390","64,008,900",0.013643,0.01378,0.013588,0.013775999999999998,"457,627","435,316,000",0.001294,0.001373,0.001281,0.001373,"1,979","236,954"
12/02/2015,1.73,1.77,1.72,1.76,"1,073,660","62,968,800",0.01378,0.014069,0.013774000000000002,0.01404,"542,301","439,706,000",0.001369,0.001374,0.001193,0.0012259999999999999,"3,446","250,928"
13/02/2015,1.76,1.85,1.75,1.82,"2,417,560","63,906,200",0.014031,0.014661000000000002,0.014031,0.014565999999999999,"1,005,470","447,696,000",0.001227,0.00134,0.001227,0.00134,894,"225,111"
14/02/2015,1.82,1.96,1.82,1.94,"2,967,890","66,427,400",0.014563999999999999,0.015028999999999999,0.014563999999999999,0.014956,"816,442","464,710,000",0.0013390000000000001,0.001377,0.001271,0.001287,"2,144","245,923"
15/02/2015,1.94,2.03,1.79,1.84,"3,678,900","70,755,000",0.014941999999999999,0.015038,0.013566,0.013712,"1,134,340","476,762,000",0.001285,0.001334,0.001094,0.001175,"3,019","236,245"
16/02/2015,1.84,1.85,1.8,1.8,"1,766,700","67,323,000",0.013746000000000001,0.013853,0.013580000000000002,0.01375,"391,037","438,599,000",0.00118,0.001257,0.001099,0.00121,"4,956","217,159"
17/02/2015,1.79,1.88,1.79,1.85,"1,824,820","65,535,000",0.013751,0.014048,0.013722,0.014031,"428,236","438,784,000",0.0012109999999999998,0.0013,0.001151,0.0012109999999999998,"2,298","222,989"
18/02/2015,1.86,1.86,1.8,1.83,"1,504,230","67,870,400",0.014028,0.014049,0.013719,0.013791,"384,7","447,623,000",0.001214,0.00131,0.001165,0.001184,668,"223,848"
19/02/2015,1.83,1.85,1.82,1.85,"1,117,190","66,773,600",0.013806,0.013850999999999999,0.013758000000000001,0.013758000000000001,"308,654","440,542,000",0.001182,0.001221,0.0011560000000000001,0.001182,"2,973","218,197"
20/02/2015,1.84,1.86,1.83,1.85,"1,430,460","67,437,300",0.013741,0.013765000000000001,0.013481,0.013481,"1,036,780","438,465,000",0.00118,0.00126,0.001166,0.0012380000000000002,"1,693","218,045"
21/02/2015,1.85,1.87,1.84,1.85,934,"67,744,100",0.013462,0.013537,0.013244,0.013286000000000001,"314,42","429,540,000",0.001236,0.001301,0.001214,0.001232,649,"228,575"
22/02/2015,1.85,1.87,1.79,1.8,"1,413,400","67,833,100",0.013288999999999999,0.013375999999999999,0.013080000000000001,0.013130000000000001,"587,911","424,046,000",0.001233,0.001256,0.0011539999999999999,0.001183,"1,245","228,274"
23/02/2015,1.8,1.82,1.78,1.82,"1,207,240","66,170,200",0.013124,0.013363,0.01311,0.013334,"439,387","418,781,000",0.001182,0.0013050000000000002,0.001157,0.001243,"2,187","219,098"
24/02/2015,1.81,1.84,1.8,1.83,942,"66,606,800",0.013350999999999998,0.013424,0.013345,0.013396000000000002,"627,475","426,002,000",0.0012439999999999999,0.0012900000000000001,0.001213,0.0012289999999999998,"1,824","230,928"
25/02/2015,1.83,1.83,1.79,1.8,768,"67,265,400",0.013403,0.013472,0.01339,0.013401,"502,828","427,670,000",0.001228,0.001547,0.001228,0.001429,"12,805","228,2"
26/02/2015,1.81,1.81,1.79,1.81,917,"66,513,000",0.013405000000000002,0.013413999999999999,0.013257,0.013299,"836,544","427,725,000",0.00143,0.001721,0.0014210000000000002,0.0015789999999999999,"8,279","265,912"
27/02/2015,1.8,1.88,1.8,1.85,"2,360,850","66,305,700",0.013294,0.013547,0.013287,0.013359999999999999,"910,485","424,205,000",0.001574,0.0018239999999999999,0.0015550000000000002,0.001734,"9,694","292,946"
28/02/2015,1.85,1.85,1.82,1.84,"1,026,120","68,126,100",0.013356999999999999,0.013368000000000001,0.012995,0.012998,"520,08","426,193,000",0.0017059999999999998,0.001734,0.0014039999999999999,0.001531,"4,799","317,861"
01/03/2015,1.85,1.91,1.81,1.89,"1,697,220","68,053,900",0.012991999999999998,0.012991999999999998,0.012142,0.012239,"1,496,970","414,565,000",0.0015300000000000001,0.001538,0.001301,0.001407,"3,517","285,46"
02/03/2015,1.89,1.95,1.86,1.94,"2,442,300","69,828,900",0.012232999999999999,0.012235,0.011931,0.012192,"1,284,250","390,344,000",0.0014060000000000001,0.001544,0.001327,0.001533,"3,483","262,6"
03/03/2015,1.94,1.97,1.91,1.96,"2,818,220","71,717,700",0.012191,0.012193,0.010593,0.010593,"3,050,010","388,994,000",0.001533,0.001634,0.001438,0.001531,"1,935","286,52"
04/03/2015,1.96,1.97,1.92,1.93,"2,444,050","72,285,900",0.010222,0.010222,0.00976,0.010032,"2,851,890","326,163,000",0.001507,0.0016510000000000001,0.00148,0.001518,"1,866","281,989"
05/03/2015,1.92,1.94,1.86,1.92,"2,042,170","71,173,000",0.010056,0.011613,0.010056,0.011544,"3,088,530","320,860,000",0.001516,0.001661,0.00148,0.0015300000000000001,"3,663","283,944"
06/03/2015,1.92,1.93,1.88,1.9,"1,718,100","71,069,500",0.011552,0.011664,0.010856000000000001,0.010856000000000001,"978,284","368,604,000",0.001531,0.0016170000000000002,0.001437,0.0015550000000000002,"1,55","287,122"
07/03/2015,1.89,1.92,1.88,1.91,"1,176,540","70,134,200",0.010858,0.010858,0.010522,0.010535,"1,230,270","346,457,000",0.0015550000000000002,0.001627,0.001477,0.0015789999999999999,"2,803","291,941"
08/03/2015,1.91,1.92,1.88,1.89,"1,281,400","70,928,800",0.010528000000000001,0.010528000000000001,0.009939,0.009961,"735,996","335,930,000",0.0015789999999999999,0.001641,0.0014810000000000001,0.001519,"2,82","296,78"
09/03/2015,1.89,1.95,1.89,1.94,"2,713,960","70,206,300",0.009963,0.010808,0.009963,0.010643000000000001,"2,361,390","317,905,000",0.001519,0.001721,0.001493,0.0016920000000000001,"3,923","285,788"
10/03/2015,1.94,2.08,1.94,2.01,"4,023,500","72,175,800",0.01064,0.010705,0.010078,0.010086,"1,642,070","339,494,000",0.001691,0.001757,0.001637,0.001667,"1,686","318,414"
11/03/2015,2.01,2.04,1.99,2.03,"1,945,020","74,625,400",0.010087,0.010242,0.010043999999999999,0.010229,"755,784","321,871,000",0.001667,0.0017829999999999999,0.001666,0.0017170000000000002,"3,122","314,296"
12/03/2015,2.02,2.07,2.0,2.04,"2,153,170","75,256,300",0.010227,0.010367,0.010154,0.010359,"687,546","326,332,000",0.001716,0.001739,0.001645,0.0016989999999999998,"3,409","323,87"
13/03/2015,2.04,2.05,2.01,2.01,"1,702,690","76,002,200",0.010352,0.010587000000000001,0.010333,0.010511,"701,607","330,308,000",0.001697,0.0017100000000000001,0.0016460000000000001,0.0016460000000000001,"1,283","320,536"
14/03/2015,2.0,2.01,1.99,2.0,"1,524,990","74,645,200",0.010487,0.011098,0.010435999999999999,0.011087999999999999,"798,07","334,638,000",0.001638,0.00172,0.00162,0.001704,"2,426","309,663"
15/03/2015,1.99,2.03,1.99,2.02,"1,035,700","74,351,900",0.011095,0.011229000000000001,0.010817,0.010817,"407,154","354,022,000",0.001702,0.001707,0.0015869999999999999,0.0015869999999999999,"3,26","321,951"
16/03/2015,2.02,2.06,2.02,2.03,"1,307,010","75,416,900",0.010825,0.011047,0.010796,0.010968,"859,896","345,404,000",0.001591,0.0016879999999999998,0.0015810000000000002,0.001622,"2,469","301,282"
17/03/2015,2.03,2.05,1.98,1.98,"1,493,110","75,949,300",0.010966,0.011033,0.010902,0.010929000000000001,"805,396","349,900,000",0.001622,0.001634,0.0014939999999999999,0.001547,"2,803","307,443"
18/03/2015,1.98,1.99,1.73,1.74,"2,976,040","74,064,600",0.010929000000000001,0.010962000000000001,0.010516,0.010575,"1,632,590","348,741,000",0.0015480000000000001,0.0015480000000000001,0.001326,0.001341,"3,811","293,582"
19/03/2015,1.74,1.79,1.65,1.76,"2,925,790","65,175,200",0.010594,0.010636,0.010296,0.01048,"2,771,610","338,023,000",0.001338,0.00143,0.001247,0.001399,"1,893","253,927"
20/03/2015,1.76,1.79,1.75,1.77,"1,015,870","65,947,700",0.01048,0.010579,0.010339,0.010445999999999999,"447,184","334,392,000",0.0014,0.0014269999999999999,0.001363,0.001363,"1,713","265,913"
21/03/2015,1.77,1.77,1.73,1.75,"1,025,410","66,130,700",0.010445999999999999,0.010453,0.010162000000000001,0.010182,"394,129","333,301,000",0.001376,0.001379,0.00123,0.001263,"5,812","261,56"
22/03/2015,1.75,1.8,1.74,1.8,"1,072,060","65,399,100",0.010182,0.010246,0.010121999999999999,0.010196,"306,08","324,877,000",0.001248,0.001349,0.001248,0.00132,"2,219","237,456"
23/03/2015,1.8,1.8,1.75,1.78,"1,257,730","67,475,000",0.010198,0.010381,0.010098000000000001,0.010309,"670,229","325,394,000",0.001307,0.001369,0.00122,0.00125,"3,771","248,681"
24/03/2015,1.78,1.78,1.65,1.65,"2,014,330","66,624,900",0.010313,0.010345,0.009757,0.009757,"608,763","329,070,000",0.001251,0.0012699999999999999,0.001034,0.001034,"3,999","237,916"
25/03/2015,1.65,1.79,1.61,1.67,"2,189,060","62,138,700",0.009764,0.009826999999999999,0.009115,0.009115,"1,160,540","311,539,000",0.001036,0.0012699999999999999,0.001035,0.001182,"4,359","197,171"
26/03/2015,1.67,1.73,1.65,1.7,"1,655,180","62,874,100",0.009115,0.009115,0.008736,0.008764,"609,264","290,832,000",0.001182,0.001209,0.001092,0.0011,975,"224,916"
27/03/2015,1.69,1.7,1.67,1.69,"1,109,440","63,619,500",0.008764,0.00896,0.008728,0.008895,"439,537","279,653,000",0.0010960000000000002,0.001221,0.00108,0.001172,"2,407","208,565"
28/03/2015,1.68,1.72,1.68,1.7,844,"63,346,600",0.008888,0.008908,0.008751,0.008851000000000001,"186,292","283,614,000",0.0011710000000000002,0.001225,0.001102,0.00112,"2,316","222,854"
29/03/2015,1.7,1.71,1.64,1.66,"1,242,080","64,221,900",0.008851000000000001,0.008859,0.008464,0.008498,"417,819","282,420,000",0.001119,0.001285,0.001086,0.001168,"2,319","212,96"
30/03/2015,1.66,1.68,1.64,1.67,"1,297,260","62,459,100",0.008499,0.008638,0.008448,0.008453,"977,525","271,203,000",0.001169,0.001216,0.001065,0.001065,"2,182","222,338"
31/03/2015,1.67,1.68,1.64,1.65,"1,124,990","63,003,800",0.008452,0.008454999999999999,0.007772,0.007772,"1,359,970","269,701,000",0.001065,0.0011300000000000001,0.001051,0.001099,"4,255","202,566"
01/04/2015,1.65,1.68,1.63,1.66,"1,245,880","62,351,500",0.007772,0.007772,0.007564,0.007668,"708,058","247,992,000",0.001099,0.0011300000000000001,0.001064,0.0010960000000000002,"1,435","209,144"
02/04/2015,1.67,1.69,1.66,1.68,"1,254,970","62,994,200",0.007666,0.007923999999999999,0.007665000000000001,0.007906,"373,395","244,625,000",0.001092,0.001092,0.001038,0.001072,"1,944","207,772"
03/04/2015,1.68,1.7,1.68,1.7,"1,053,650","63,414,000",0.007905,0.008722,0.007904000000000001,0.00872,"1,010,690","252,251,000",0.001072,0.001193,0.00107,0.001193,"1,745","203,867"
04/04/2015,1.7,1.7,1.67,1.69,794,"64,337,500",0.008717,0.008967000000000001,0.008714,0.008844,"302,715","278,134,000",0.001193,0.001206,0.001137,0.001169,"1,514","226,862"
05/04/2015,1.68,1.71,1.68,1.7,"1,012,920","63,731,100",0.008847,0.008851999999999999,0.008716,0.008739,"225,068","282,293,000",0.001169,0.001236,0.001152,0.0012109999999999998,"1,809","222,342"
06/04/2015,1.7,1.72,1.67,1.69,"1,077,700","64,505,900",0.008749,0.008839,0.008736,0.008786,"537,916","279,160,000",0.001212,0.001242,0.001131,0.001184,"2,628","230,526"
07/04/2015,1.69,1.69,1.67,1.67,898,"63,958,900",0.008775,0.00908,0.008773999999999999,0.009071,"1,145,350","280,003,000",0.001184,0.001207,0.001105,0.001164,"7,635","225,175"
08/04/2015,1.67,1.68,1.62,1.63,"1,479,550","63,336,300",0.009067,0.009269,0.009062,0.009198,"940,998","289,321,000",0.001169,0.001206,0.001116,0.001152,"4,301","222,458"
