Date,Bitcoin_Price_Variation,Day,Month,Year,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),PriceYuan,OpenYuan,HighYuan,LowYuan,ChangeYuan%,PesquisaWeb,Weighted_Price(BTC),OpenLTC,HighLTC,LowLTC,CloseLTC,VolumeLTC,CapitalLTC,OpenXRP,HighXRP,LowXRP,CloseXRP,VolumeXRP,CapitalXRP,OpenPOT,HighPOT,LowPOT,ClosePOT,VolumePOT,CapitalPOT,found_tweets(fractional to searched), percentual_positive, percentual_negative,weighted_positive, weighted_negative, avarage_relevance
2014-12-01,70.0,1,12,2014,300.0,370.0,300.0,370.0,366.868421053,9.38049073456,6.152,6.1434,6.152,6.1434,0.14,2.0,0.0254373149298,3.58,3.61,3.57,3.58,"1,275,120","122,616,000",0.011204,0.012572,0.008105,0.012559,"3,453,750","345,989,000",0.001839,0.001901,0.00176,0.001765,"1,498","306,546",1.000000,0.340000,0.080000,0.385321,0.050459,1.180000
2014-12-02,8.0,2,12,2014,370.0,378.0,370.0,378.0,376.126334635,649.027292667,6.1495,6.1467,6.1512,6.1462,-0.04,2.0,1.7171255832199999,3.58,3.66,3.58,3.63,"2,051,950","122,804,000",0.012587,0.013307,0.012568,0.013158,"2,206,040","388,688,000",0.001765,0.001901,0.0017280000000000002,0.0017280000000000002,"2,46","294,697",1.000000,0.360000,0.180000,0.354839,0.139785,0.860000
2014-12-03,0.0,3,12,2014,378.0,378.0,377.01,378.0,377.88270138900003,16.5031510474,6.1502,6.15,6.1528,6.1463,0.01,2.0,0.0436898965833,3.63,3.65,3.58,3.61,"1,715,450","124,626,000",0.013164,0.013185,0.012918,0.01313,"1,063,000","406,531,000",0.00173,0.001759,0.001604,0.0016710000000000002,"2,368","289,189",1.000000,0.540000,0.060000,0.477011,0.068966,0.740000
2015-01-08,-54.64999999999998,8,1,2015,314.65,359.39,260.0,260.0,290.3483099,10.2255195614,6.2146,6.2138,6.2203,6.2118,0.03,2.0,0.037508771929800004,2.12,2.12,2.0,2.01,"2,924,520","74,876,300",0.020843,0.020917,0.020668,0.020676,"823,446","645,667,000",0.001288,0.0020510000000000003,0.001214,0.001727,"15,895","227,867",1.000000,0.360000,0.170000,0.365462,0.144578,1.490000
2015-01-13,-60.0,13,1,2015,260.0,260.0,200.0,200.0,259.85,259355.0,6.1975,6.2029,6.205,6.197,-0.09,3.0,0.997525,1.71,1.72,1.53,1.54,"4,039,950","60,769,100",0.018428,0.020769,0.015599000000000003,0.015648,"3,113,440","570,861,000",0.001443,0.001446,0.001031,0.001121,"4,295","256,582",1.000000,0.290000,0.190000,0.228972,0.154206,1.140000
2015-01-14,-80.0,14,1,2015,200.0,221.0,109.87,120.0,175.86079294599998,4.81802004241,6.1959,6.1982,6.1982,6.1928,-0.03,3.0,0.0288263934306,1.55,1.58,1.11,1.16,"4,721,280","55,102,200",0.015611000000000003,0.022335,0.014113,0.014233,"1,886,420","483,608,000",0.001112,0.001112,0.000799,0.0008300000000000001,"1,839","197,834",1.000000,0.200000,0.380000,0.148718,0.276923,0.950000
2015-01-15,36.22,15,1,2015,170.0,224.0,120.0,206.22,162.743211388,29.6374995795,6.1875,6.1946,6.1969,6.1875,-0.14,3.0,0.158385193431,1.15,1.38,1.15,1.28,"3,487,080","41,039,000",0.014204,0.016536000000000002,0.014204,0.016444,"2,285,810","440,025,000",0.000824,0.001047,0.000824,0.0008869999999999998,"2,295","146,84",1.000000,0.340000,0.150000,0.227074,0.126638,1.290000
2015-01-16,-8.45999999999998,16,1,2015,207.92,225.5,189.0,199.46,193.38216956,2.48896847222,6.207,6.1951,6.213,6.1925,0.32,3.0,0.012708333333299997,1.28,1.47,1.27,1.4,"2,669,280","45,481,900",0.016449000000000002,0.017093999999999998,0.016361,0.016403,"1,651,550","509,568,000",0.000884,0.000922,0.0007639999999999999,0.0008119999999999999,"6,165","157,612",1.000000,0.170000,0.210000,0.262032,0.165775,0.870000
2015-01-17,6.310000000000002,17,1,2015,203.69,210.0,184.0,210.0,208.520295146,5.69835526316,6.211167,6.2037,6.216667,6.1995,0.28,3.0,0.0272763157895,1.4,1.4,1.25,1.29,"1,514,960","49,811,400",0.016393,0.016401,0.015361,0.015361,"737,736","507,827,000",0.000811,0.0008789999999999999,0.000791,0.000799,"2,691","144,771",1.000000,0.320000,0.120000,0.224771,0.077982,1.180000
2015-01-19,15.509999999999991,19,1,2015,210.0,225.51,210.0,225.51,223.68926087,6.92080565217,6.2195,6.2209,6.224,6.2135,0.2,2.0,0.0323043478261,1.33,1.36,1.31,1.34,729,"47,416,500",0.015657,0.016017,0.015650999999999998,0.015991,"1,093,540","485,018,000",0.0013039999999999998,0.001363,0.0011619999999999998,0.001222,"4,496","233,267",1.000000,0.440000,0.050000,0.328829,0.099099,1.220000
2015-01-20,-7.509999999999991,20,1,2015,225.51,225.51,208.0,218.0,221.622125,2.21622125,6.214,6.2192,6.2192,6.2113,-0.09,2.0,0.01,1.34,1.34,1.3,1.32,"1,069,660","47,896,600",0.015947,0.016114,0.01585,0.016112,"1,029,700","494,001,000",0.001213,0.00132,0.001163,0.001284,"6,001","217,106",1.000000,0.280000,0.110000,0.285266,0.090909,2.190000
2015-01-21,7.509999999999991,21,1,2015,218.0,225.51,218.0,225.51,223.901321925,1.18777293505,6.2115,6.2163,6.2197,6.2099,-0.04,2.0,0.00530524643056,1.32,1.37,1.32,1.37,"1,191,370","47,325,500",0.016108,0.016717,0.016108,0.016653,"1,141,990","498,982,000",0.0013039999999999998,0.0016710000000000002,0.001217,0.0016079999999999998,"11,684","233,761",1.000000,0.330000,0.150000,0.438849,0.079137,1.780000
2015-01-22,0.8100000000000023,22,1,2015,225.51,257.73,216.59,226.32,229.75702344299998,3.6483545981199996,6.2088,6.2118,6.2118,6.2058,-0.04,2.0,0.01563044975,1.37,1.45,1.37,1.42,"1,660,700","49,163,200",0.0167,0.017041999999999998,0.016671000000000002,0.01701,"1,105,630","517,337,000",0.0016239999999999998,0.0017460000000000002,0.001517,0.001594,"3,575","291,385",1.000000,0.550000,0.110000,0.428571,0.086735,0.960000
2015-01-23,8.680000000000007,23,1,2015,226.32,235.0,215.0,235.0,226.829083333,3.87096795139,6.2285,6.218,6.2286,6.2162,0.32,2.0,0.0168333819444,1.41,1.43,1.38,1.43,"1,267,530","50,568,400",0.017013,0.017013,0.016694,0.016734,"1,080,800","527,018,000",0.001594,0.001669,0.001434,0.001662,"4,558","286,373",1.000000,0.560000,0.050000,0.402062,0.036082,0.940000
2015-01-24,5.0,24,1,2015,235.0,250.58,215.0,240.0,224.08004166700002,13.9707777778,6.237,6.226967,6.237667,6.225766999999999,0.35,2.0,0.056958333333300006,1.43,1.89,1.42,1.84,"4,858,920","51,269,500",0.01672,0.016868,0.016597999999999998,0.016736,"945,649","517,947,000",0.001661,0.001703,0.001545,0.0016350000000000002,"3,902","298,648",1.000000,0.210000,0.090000,0.048875,0.430225,14.550000
2015-01-25,4.530000000000001,25,1,2015,250.0,256.26,240.0,254.53,249.724121788,371.60849058300005,6.2455,6.235933,6.246733,6.235333,0.38,2.0,1.4909047119999999,1.84,2.37,1.84,2.25,"9,178,540","66,065,700",0.016703,0.016918,0.016393,0.016578,"892,182","517,430,000",0.001629,0.001741,0.001472,0.001704,"7,733","293,26",1.000000,0.520000,0.060000,0.485597,0.098765,1.430000
2015-01-26,19.47,26,1,2015,254.53,322.72,241.43,274.0,280.970161872,2336.70507072,6.254,6.2449,6.2558,6.2449,0.41,2.0,8.17084569134,2.25,2.39,2.06,2.08,"8,803,090","80,604,000",0.016586,0.017808,0.015831,0.016019,"3,079,280","513,812,000",0.001651,0.001979,0.00159,0.001625,"5,626","297,38",1.000000,0.300000,0.040000,0.197044,0.029557,1.030000
2015-01-27,-10.050000000000011,27,1,2015,274.0,278.47,244.03,263.95,260.49787171599996,442.18798063400004,6.2435,6.2481,6.2532,6.2421,-0.17,2.0,1.69015817751,2.07,2.14,1.87,2.09,"4,502,690","74,514,900",0.016007,0.016065,0.015461,0.015841,"1,316,000","495,869,000",0.001623,0.00172,0.001512,0.001709,"4,458","292,746",1.000000,0.370000,0.190000,0.313830,0.138298,0.880000
2015-01-28,-28.94999999999999,28,1,2015,263.95,265.99,228.5,235.0,252.837483662,1163.24576029,6.248,6.238,6.2486,6.2375,0.07,2.0,4.68536439961,2.09,2.13,1.81,1.87,"3,295,480","75,192,600",0.015836000000000003,0.015931999999999998,0.014919,0.01497,"1,380,280","490,560,000",0.001708,0.0017510000000000002,0.0014789999999999998,0.001499,"2,087","308,432",1.000000,0.550000,0.080000,0.413978,0.139785,0.860000
2015-01-29,-0.3300000000000125,29,1,2015,235.0,242.0,221.14,234.67,233.59557147299998,1287.69096808,6.2466,6.2475,6.2517,6.2453,-0.02,2.0,5.52017684219,1.88,1.95,1.83,1.92,"2,191,570","67,529,300",0.014966,0.014989,0.014538,0.014706,"1,097,200","463,609,000",0.0014960000000000002,0.0015539999999999998,0.001392,0.001495,"1,347","270,308",0.980000,0.479592,0.112245,0.405000,0.100000,1.040816
2015-01-30,-4.6699999999999875,30,1,2015,234.67,244.59,227.89,230.0,234.244124618,1215.24571077,6.25,6.247,6.2516,6.2465,0.05,2.0,5.19550002235,1.91,1.98,1.89,1.9,"1,805,110","68,945,600",0.014691,0.014815,0.014438,0.014443,"807,399","455,096,000",0.00149,0.001538,0.001423,0.00144,"1,063","269,584",1.000000,0.320000,0.130000,0.500000,0.046980,1.980000
2015-01-31,-11.47999999999999,31,1,2015,230.0,234.67,217.11,218.52,229.441269467,1177.09297976,6.253233,6.247933,6.254533,6.2476,0.086667,2.0,5.149904536559999,1.9,1.94,1.87,1.87,"1,205,140","68,341,300",0.014441,0.01464,0.014271,0.014297999999999996,"557,619","447,342,000",0.00144,0.00153,0.001419,0.001445,"3,821","260,834",1.000000,0.240000,0.050000,0.257778,0.071111,1.250000
2015-02-01,8.769999999999982,1,2,2015,218.52,233.79,210.0,227.29,219.88718237900002,1345.44726321,6.256467,6.248867,6.257467,6.2487,0.123333,2.0,6.07572075362,1.88,1.88,1.68,1.8,"2,661,610","67,769,100",0.014286000000000004,0.014331,0.014088,0.014139,"852,106","442,562,000",0.001441,0.001536,0.001404,0.00146,"3,275","261,32",1.000000,0.460000,0.090000,0.270833,0.208333,0.920000
2015-02-02,9.719999999999999,2,2,2015,227.22,240.1,220.89,236.94,227.057543318,1490.43958325,6.2597,6.2498,6.2604,6.2498,0.16,2.0,6.537525240669999,1.81,1.88,1.75,1.88,"1,955,370","65,442,400",0.014137,0.014199000000000003,0.013534,0.013669999999999998,"1,482,760","437,940,000",0.0014470000000000002,0.001576,0.001384,0.001521,"3,719","262,665",1.000000,0.240000,0.060000,0.160550,0.032110,1.180000
2015-02-03,-8.169999999999987,3,2,2015,237.19,243.9,225.32,229.02,236.888905078,1604.73671053,6.2578,6.2558,6.2586,6.2525,-0.03,2.0,6.77517505142,1.87,1.94,1.81,1.82,"2,425,490","67,712,400",0.013658000000000002,0.013711,0.012983,0.013025,"1,264,170","423,108,000",0.001538,0.001898,0.001384,0.001426,"3,378","279,387",1.000000,0.360000,0.070000,0.280374,0.037383,1.140000
2015-02-04,-1.2600000000000193,4,2,2015,229.08,230.99,221.5,227.82,226.04300059599998,1522.91042088,6.2477,6.2458,6.2505,6.2446,-0.16,2.0,6.73520934709,1.82,1.84,1.76,1.79,"3,683,490","65,838,100",0.013027,0.013526,0.013027,0.013498,"625,444","403,548,000",0.001426,0.001456,0.001335,0.00137,"1,112","259,457",1.000000,0.500000,0.030000,0.389140,0.036199,1.210000
2015-02-05,-10.969999999999999,5,2,2015,227.58,228.9,215.0,216.61,223.32259687200002,1325.4386963,6.2521,6.2555,6.2555,6.2501,0.07,2.0,5.98730071684,1.79,1.81,1.73,1.74,"4,490,700","64,942,100",0.013503,0.014473,0.013503,0.014466,"1,221,720","418,285,000",0.001374,0.0014199999999999998,0.00119,0.001207,"1,251","250,103",1.000000,0.420000,0.140000,0.397906,0.099476,0.910000
2015-02-06,6.560000000000002,6,2,2015,216.68,226.64,216.03,223.24,220.92299033700002,921.8462305869999,6.244,6.2526,6.2526,6.2365,-0.13,2.0,4.16427955241,1.74,1.83,1.74,1.76,"2,332,680","63,021,100",0.014473,0.015494,0.014473,0.015185,"1,790,130","448,352,000",0.001196,0.001267,0.001168,0.001193,641,"217,887",1.000000,0.110000,0.150000,0.096591,0.164773,0.760000
2015-02-07,5.579999999999984,7,2,2015,223.24,230.5,222.72,228.82,226.747751697,740.346986515,6.245,6.249933,6.251867,6.239133,-0.07,2.0,3.262439295,1.76,1.79,1.74,1.78,"1,272,440","63,768,900",0.015186000000000003,0.015193,0.014459,0.014577,"518,284","484,570,000",0.001193,0.001449,0.001127,0.001368,"4,001","217,647",1.000000,0.300000,0.050000,0.248731,0.040609,0.970000
2015-02-08,-5.219999999999999,8,2,2015,228.87,231.6,220.0,223.65,225.926113601,785.899579172,6.246,6.247267,6.251133,6.241766999999999,-0.01,2.0,3.4855914820800002,1.79,1.81,1.76,1.78,793,"64,807,000",0.014576,0.014651,0.014398,0.014427,"446,888","465,102,000",0.001375,0.001454,0.001208,0.001231,"3,942","251,148",1.000000,0.380000,0.180000,0.344086,0.198925,0.860000
2015-02-09,-2.3400000000000034,9,2,2015,223.82,225.0,216.45,221.48,221.700050818,1078.5569403,6.247,6.2446,6.2504,6.2444,0.05,2.0,4.8775473075999995,1.79,1.79,1.72,1.73,"1,412,300","64,802,000",0.014430000000000004,0.014433,0.013994,0.013994,"625,357","460,453,000",0.001232,0.00134,0.001174,0.001273,"3,108","225,098",1.000000,0.380000,0.160000,0.373444,0.182573,1.410000
2015-02-10,-0.4099999999999966,10,2,2015,221.48,222.0,215.0,221.07,218.87718068700002,1052.59230276,6.241,6.2467,6.2473,6.2401,-0.1,2.0,4.80609212941,1.73,1.79,1.69,1.76,"1,943,220","62,958,900",0.014003,0.014007,0.013627,0.013649,"850,302","446,825,000",0.001271,0.001324,0.001261,0.001295,"1,768","232,584",1.000000,0.360000,0.110000,0.305085,0.084746,0.770000
2015-02-11,-1.5900000000000034,11,2,2015,221.07,223.61,217.46,219.48,221.49818289900003,1479.7366755,6.2427,6.242,6.2456,6.2407,0.03,2.0,6.68828321196,1.76,1.79,1.72,1.73,"1,202,390","64,008,900",0.013643,0.01378,0.013588,0.013775999999999998,"457,627","435,316,000",0.001294,0.001373,0.001281,0.001373,"1,979","236,954",1.000000,0.460000,0.140000,0.377778,0.150000,0.800000
2015-02-12,3.7299999999999898,12,2,2015,219.46,224.61,218.0,223.19,220.428132085,1207.13469134,6.2445,6.2428,6.2476,6.2428,0.03,2.0,5.46452530268,1.73,1.77,1.72,1.76,"1,073,660","62,968,800",0.01378,0.014069,0.013774000000000002,0.01404,"542,301","439,706,000",0.001369,0.001374,0.001193,0.001226,"3,446","250,928",1.000000,0.530000,0.060000,0.474359,0.038462,0.560000
2015-02-13,13.599999999999994,13,2,2015,223.19,242.36,221.55,236.79,232.984767862,2536.10439033,6.2403,6.2454,6.2454,6.2371,-0.07,2.0,10.826768152,1.76,1.85,1.75,1.82,"2,417,560","63,906,200",0.014031,0.014661000000000004,0.014031,0.014566,"1,005,470","447,696,000",0.001227,0.00134,0.001227,0.00134,894,"225,111",1.000000,0.390000,0.060000,0.388298,0.037234,0.880000
2015-02-14,19.960000000000036,14,2,2015,236.95,259.98,236.95,256.91,246.816277082,2687.05419101,6.2430330000000005,6.244867,6.2467,6.238867,-0.003333,2.0,10.7935809065,1.82,1.96,1.82,1.94,"2,967,890","66,427,400",0.014564,0.015029,0.014564,0.014956,"816,442","464,710,000",0.001339,0.001377,0.001271,0.001287,"2,144","245,923",1.000000,0.370000,0.130000,0.243243,0.096525,1.590000
2015-02-15,-21.380000000000024,15,2,2015,256.91,267.86,228.0,235.53,249.85872931,2938.74545116,6.245767,6.244333,6.248,6.240633,0.063333,2.0,11.898979343399999,1.94,2.03,1.79,1.84,"3,678,900","70,755,000",0.014942,0.015038,0.013566,0.013712,"1,134,340","476,762,000",0.001285,0.001334,0.001094,0.001175,"3,019","236,245",1.000000,0.270000,0.150000,0.234043,0.132979,0.880000
