Date,Bitcoin_Price_Variation,Day,Month,Year,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),PriceYuan,OpenYuan,HighYuan,LowYuan,ChangeYuan%,PesquisaWeb,Weighted_Price(BTC),OpenLTC,HighLTC,LowLTC,CloseLTC,VolumeLTC,CapitalLTC,OpenXRP,HighXRP,LowXRP,CloseXRP,VolumeXRP,CapitalXRP,OpenPOT,HighPOT,LowPOT,ClosePOT,VolumePOT,CapitalPOT,found_tweets(fractional to searched), percentual_positive, percentual_negative,weighted_positive, weighted_negative, avarage_relevance
2015-02-16,-2.3700000000000045,16,2,2015,235.58,241.0,229.6,233.21,234.891969364,1757.22835384,6.2485,6.2438,6.2493,6.2424,0.13,2.0,7.46906122065,1.84,1.85,1.8,1.8,"1,766,700","67,323,000",0.013746,0.013853,0.013580000000000002,0.01375,"391,037","438,599,000",0.00118,0.001257,0.001099,0.00121,"4,956","217,159",1.000000,0.510000,0.070000,0.372093,0.087209,0.720000
2015-02-17,11.629999999999995,17,2,2015,233.02,248.0,233.0,244.65,239.110775327,2844.75258476,6.2551,6.2545,6.2554,6.2523,0.11,2.0,11.811652681199998,1.79,1.88,1.79,1.85,"1,824,820","65,535,000",0.013751,0.014048,0.013722,0.014031,"428,236","438,784,000",0.0012109999999999998,0.0013,0.001151,0.0012109999999999998,"2,298","222,989",1.000000,0.390000,0.240000,0.311881,0.153465,1.020000
2015-02-18,-5.989999999999981,18,2,2015,244.76,246.0,231.93,238.77,240.632151946,2176.61460903,6.2551,6.2551,6.2551,6.2551,0.0,2.0,9.089311399089999,1.86,1.86,1.8,1.83,"1,504,230","67,870,400",0.014028,0.014049,0.013719,0.013791,"384,7","447,623,000",0.001214,0.00131,0.001165,0.001184,668,"223,848",1.000000,0.400000,0.200000,0.266055,0.256881,1.180000
2015-02-19,3.1100000000000136,19,2,2015,238.01,245.0,235.58,241.12,238.83351174599997,1625.4111312999999,6.2551,6.2551,6.2551,6.2551,0.0,2.0,6.781994173029999,1.83,1.85,1.82,1.85,"1,117,190","66,773,600",0.013806,0.013851,0.013758,0.013758,"308,654","440,542,000",0.001182,0.001221,0.001156,0.001182,"2,973","218,197",1.000000,0.600000,0.040000,0.461538,0.052885,1.080000
2015-02-20,3.4099999999999966,20,2,2015,241.08,248.32,239.99,244.49,244.431568305,1940.61977601,6.2551,6.2551,6.2551,6.2551,0.0,2.0,7.94477558622,1.84,1.86,1.83,1.85,"1,430,460","67,437,300",0.013741,0.013765,0.013481,0.013481,"1,036,780","438,465,000",0.00118,0.00126,0.001166,0.0012380000000000002,"1,693","218,045",1.000000,0.280000,0.080000,0.300000,0.100000,1.300000
2015-02-21,1.6099999999999852,21,2,2015,244.49,248.43,244.0,246.1,245.651609483,1110.00181761,6.2551,6.2551,6.2551,6.2551,0.0,2.0,4.516146673590001,1.85,1.87,1.84,1.85,934,"67,744,100",0.013462,0.013537,0.013244,0.013286,"314,42","429,540,000",0.001236,0.001301,0.001214,0.001232,649,"228,575",1.000000,0.280000,0.250000,0.233766,0.207792,0.540000
2015-02-22,-8.769999999999982,22,2,2015,246.1,247.48,234.01,237.33,242.55268419599997,1430.53193335,6.2551,6.2551,6.2551,6.2551,0.0,2.0,5.95012924384,1.85,1.87,1.79,1.8,"1,413,400","67,833,100",0.013289,0.013376,0.01308,0.01313,"587,911","424,046,000",0.001233,0.001256,0.001154,0.001183,"1,245","228,274",1.000000,0.420000,0.160000,0.424390,0.097561,1.050000
2015-02-23,2.5900000000000034,23,2,2015,237.29,240.97,232.0,239.88,237.376337973,1689.23234571,6.2551,6.2551,6.2551,6.2551,0.0,2.0,7.110676638560001,1.8,1.82,1.78,1.82,"1,207,240","66,170,200",0.013124,0.013363,0.01311,0.013334,"439,387","418,781,000",0.001182,0.0013050000000000002,0.001157,0.001243,"2,187","219,098",1.000000,0.420000,0.150000,0.255319,0.081560,1.820000
2015-02-24,0.28999999999999204,24,2,2015,239.88,241.91,235.51,240.17,239.174700272,1514.61016891,6.2551,6.2551,6.2551,6.2551,0.0,2.0,6.329457419750001,1.81,1.84,1.8,1.83,942,"66,606,800",0.013350999999999998,0.013424,0.013345,0.013396000000000002,"627,475","426,002,000",0.001244,0.00129,0.001213,0.0012289999999999998,"1,824","230,928",1.000000,0.450000,0.120000,0.434389,0.067873,1.210000
2015-02-25,-1.9699999999999989,25,2,2015,240.18,241.0,235.1,238.21,238.60933344900002,1372.30501868,6.2593,6.2568,6.2602,6.2562,0.07,2.0,5.751706454380001,1.83,1.83,1.79,1.8,768,"67,265,400",0.013403,0.013472,0.01339,0.013401,"502,828","427,670,000",0.001228,0.001547,0.001228,0.001429,"12,805","228,2",1.000000,0.350000,0.050000,0.256684,0.048128,0.870000
2015-02-26,-0.9099999999999966,26,2,2015,238.16,238.47,234.33,237.25,237.09992072400001,1444.82966288,6.2589,6.2598,6.2604,6.2578,-0.01,2.0,6.09597355117,1.81,1.81,1.79,1.81,917,"66,513,000",0.013405000000000002,0.013414,0.013257,0.013299,"836,544","427,725,000",0.00143,0.001721,0.0014210000000000002,0.001579,"8,279","265,912",1.000000,0.320000,0.110000,0.282895,0.105263,0.520000
2015-02-27,16.94999999999999,27,2,2015,237.36,259.0,236.29,254.31,251.081155435,3638.02962917,6.2696,6.2588,6.2698,6.2588,0.17,2.0,14.4466574069,1.8,1.88,1.8,1.85,"2,360,850","66,305,700",0.013294,0.013547,0.013287,0.01336,"910,485","424,205,000",0.001574,0.001824,0.0015550000000000002,0.001734,"9,694","292,946",1.000000,0.380000,0.100000,0.248927,0.042918,1.330000
2015-02-28,1.549999999999983,28,2,2015,254.21,256.97,250.0,255.76,253.667510549,1384.25273808,6.270567,6.2636330000000005,6.271267,6.263167,0.13,2.0,5.45761495252,1.85,1.85,1.82,1.84,"1,026,120","68,126,100",0.013357,0.013368,0.012995,0.012998,"520,08","426,193,000",0.0017059999999999998,0.001734,0.001404,0.001531,"4,799","317,861",1.000000,0.260000,0.130000,0.736318,0.029851,5.030000
2015-03-01,4.680000000000035,1,3,2015,255.73,262.0,244.88,260.41,252.80651292299999,1915.94004057,6.271533,6.268467,6.272733000000001,6.267533,0.09,2.0,7.55307774604,1.85,1.91,1.81,1.89,"1,697,220","68,053,900",0.012991999999999998,0.012991999999999998,0.012142,0.012239,"1,496,970","414,565,000",0.00153,0.001538,0.001301,0.001407,"3,517","285,46",1.000000,0.220000,0.200000,0.815543,0.032772,9.680000
2015-03-02,15.949999999999989,2,3,2015,260.5,279.8,256.6,276.45,263.70340287700003,3431.90360244,6.2725,6.2733,6.2742,6.2719,0.05,2.0,12.886961646,1.89,1.95,1.86,1.94,"2,442,300","69,828,900",0.012233,0.012235,0.011931,0.012192,"1,284,250","390,344,000",0.001406,0.001544,0.001327,0.001533,"3,483","262,6",1.000000,0.440000,0.090000,0.392157,0.105882,1.550000
2015-03-03,6.699999999999989,3,3,2015,276.45,289.5,267.07,283.15,276.649552879,3629.32097718,6.2744,6.2753,6.2763,6.273,0.03,2.0,13.0782133181,1.94,1.97,1.91,1.96,"2,818,220","71,717,700",0.012191,0.012193,0.010593,0.010593,"3,050,010","388,994,000",0.001533,0.001634,0.001438,0.001531,"1,935","286,52",1.000000,0.440000,0.150000,0.373391,0.094421,1.330000
2015-03-04,-9.720000000000027,4,3,2015,283.16,287.0,267.39,273.44,279.985390115,2894.72680284,6.2706,6.272,6.2726,6.27,-0.06,2.0,10.3710043792,1.96,1.97,1.92,1.93,"2,444,050","72,285,900",0.010222,0.010222,0.00976,0.010032,"2,851,890","326,163,000",0.001507,0.001651,0.00148,0.001518,"1,866","281,989",1.000000,0.370000,0.050000,0.335968,0.083004,1.530000
2015-03-05,2.0600000000000023,5,3,2015,273.48,281.09,262.49,275.54,271.052875153,2238.09636894,6.266,6.2717,6.2723,6.2652,-0.07,2.0,8.245740357939999,1.92,1.94,1.86,1.92,"2,042,170","71,173,000",0.010056,0.011613,0.010056,0.011544,"3,088,530","320,860,000",0.001516,0.001661,0.00148,0.00153,"3,663","283,944",1.000000,0.360000,0.200000,0.277273,0.200000,1.200000
2015-03-06,-3.180000000000007,6,3,2015,275.79,280.0,269.12,272.61,273.846996129,1953.85000989,6.2625,6.2645,6.2655,6.2622,-0.06,2.0,7.129174304430001,1.92,1.93,1.88,1.9,"1,718,100","71,069,500",0.011552,0.011664,0.010856,0.010856,"978,284","368,604,000",0.001531,0.0016170000000000002,0.001437,0.0015550000000000002,"1,55","287,122",1.000000,0.440000,0.190000,0.403141,0.167539,0.910000
2015-03-07,4.2900000000000205,7,3,2015,272.62,279.44,270.55,276.91,274.040514756,1245.23175057,6.263,6.264667,6.266633000000001,6.262567,-0.033333,2.0,4.53194589523,1.89,1.92,1.88,1.91,"1,176,540","70,134,200",0.010858,0.010858,0.010522,0.010535,"1,230,270","346,457,000",0.0015550000000000002,0.001627,0.001477,0.001579,"2,803","291,941",1.000000,0.430000,0.110000,0.404082,0.069388,1.450000
2015-03-08,-1.6599999999999682,8,3,2015,276.9,278.97,270.29,275.24,275.66992371099997,1031.13501443,6.2635,6.264833,6.267767,6.262933,-0.006667,2.0,3.74217758893,1.91,1.92,1.88,1.89,"1,281,400","70,928,800",0.010528,0.010528,0.009939,0.009961,"735,996","335,930,000",0.001579,0.001641,0.001481,0.001519,"2,82","296,78",1.000000,0.290000,0.080000,0.172297,0.033784,1.960000
2015-03-09,15.129999999999995,9,3,2015,275.08,294.42,275.0,290.21,282.623588463,2763.78938956,6.264,6.265,6.2689,6.2633,0.02,2.0,9.69669046321,1.89,1.95,1.89,1.94,"2,713,960","70,206,300",0.009963,0.010808,0.009963,0.010643,"2,361,390","317,905,000",0.001519,0.001721,0.001493,0.001692,"3,923","285,788",1.000000,0.250000,0.150000,0.185714,0.103571,1.800000
2015-03-10,2.7200000000000273,10,3,2015,290.21,299.48,289.82,292.93,295.03820359,3354.01483673,6.262,6.265,6.2651,6.2605,-0.03,2.0,11.3487806951,1.94,2.08,1.94,2.01,"4,023,500","72,175,800",0.01064,0.010705,0.010078,0.010086,"1,642,070","339,494,000",0.001691,0.001757,0.001637,0.001667,"1,686","318,414",1.000000,0.420000,0.100000,0.344681,0.097872,1.350000
2015-03-11,3.9699999999999704,11,3,2015,292.85,297.8,290.51,296.82,294.75105278,2035.56282373,6.2623,6.263,6.2642,6.2611,0.0,2.0,6.9067896104,2.01,2.04,1.99,2.03,"1,945,020","74,625,400",0.010087,0.010242,0.010044,0.010229,"755,784","321,871,000",0.001667,0.001783,0.001666,0.0017170000000000002,"3,122","314,296",1.000000,0.430000,0.070000,0.354839,0.048387,2.100000
2015-03-12,-1.009999999999991,12,3,2015,296.82,298.9,291.87,295.81,295.160153065,2010.89647331,6.2624,6.2638,6.2646,6.2612,0.0,2.0,6.802604217969999,2.02,2.07,2.0,2.04,"2,153,170","75,256,300",0.010227,0.010367,0.010154,0.010359,"687,546","326,332,000",0.001716,0.001739,0.001645,0.0016989999999999998,"3,409","323,87",1.000000,0.650000,0.060000,0.585227,0.039773,0.760000
2015-03-13,-11.329999999999984,13,3,2015,295.81,296.43,283.63,284.48,291.332319931,2486.65346893,6.2595,6.2597,6.2604,6.2573,-0.05,2.0,8.557483390449999,2.04,2.05,2.01,2.01,"1,702,690","76,002,200",0.010352,0.010587,0.010333,0.010511,"701,607","330,308,000",0.001697,0.00171,0.001646,0.001646,"1,283","320,536",1.000000,0.510000,0.090000,0.256667,0.150000,2.000000
